Date,RF_Daily
2021-02-04,1.1902983365619235e-06
2021-02-05,9.125938866816341e-07
2021-02-08,7.935717363238837e-07
2021-02-09,1.3093086357329753e-06
2021-02-10,1.3886468541723929e-06
2021-02-11,1.3886468541723929e-06
2021-02-12,1.3886468541723929e-06
2021-02-16,1.3886468541723929e-06
2021-02-17,1.3886468541723929e-06
2021-02-18,9.125938866816341e-07
2021-02-19,9.125938866816341e-07
2021-02-22,9.919399968083553e-07
2021-02-23,9.125938866816341e-07
2021-02-24,1.1109562414457486e-06
2021-02-25,1.3093086357329753e-06
2021-02-26,1.3886468541723929e-06
2021-03-01,1.1109562414457486e-06
2021-03-02,1.3886468541723929e-06
2021-03-03,1.3886468541723929e-06
2021-03-04,1.1109562414457486e-06
2021-03-05,1.1109562414457486e-06
2021-03-08,1.3886468541723929e-06
2021-03-09,1.3886468541723929e-06
2021-03-10,1.1902983365619235e-06
2021-03-11,1.1109562414457486e-06
2021-03-12,9.919399968083553e-07
2021-03-15,5.95193620611667e-07
2021-03-16,3.174476701506279e-07
2021-03-17,3.174476701506279e-07
2021-03-18,1.1904584051869449e-07
2021-03-19,1.9840775800084032e-07
2021-03-22,1.9840775800084032e-07
2021-03-23,3.968056356828953e-07
2021-03-24,5.95193620611667e-07
2021-03-25,5.95193620611667e-07
2021-03-26,5.95193620611667e-07
2021-03-29,3.174476701506279e-07
2021-03-30,5.158396307880508e-07
2021-03-31,5.158396307880508e-07
2021-04-01,3.174476701506279e-07
2021-04-05,5.95193620611667e-07
2021-04-06,5.95193620611667e-07
2021-04-07,3.968056356828953e-07
2021-04-08,1.9840775800084032e-07
2021-04-09,1.1904584051869449e-07
2021-04-12,3.968056356828953e-07
2021-04-13,5.95193620611667e-07
2021-04-14,5.95193620611667e-07
2021-04-15,3.968056356828953e-07
2021-04-16,3.174476701506279e-07
2021-04-19,5.95193620611667e-07
2021-04-20,5.95193620611667e-07
2021-04-21,5.158396307880508e-07
2021-04-22,5.95193620611667e-07
2021-04-23,5.95193620611667e-07
2021-04-26,3.174476701506279e-07
2021-04-27,3.968056356828953e-07
2021-04-28,3.174476701506279e-07
2021-04-29,3.174476701506279e-07
2021-04-30,1.1904584051869449e-07
2021-05-03,1.9840775800084032e-07
2021-05-04,3.968056356828953e-07
2021-05-05,3.174476701506279e-07
2021-05-06,3.174476701506279e-07
2021-05-07,3.174476701506279e-07
2021-05-10,1.9840775800084032e-07
2021-05-11,3.968056356828953e-07
2021-05-12,3.968056356828953e-07
2021-05-13,3.174476701506279e-07
2021-05-14,1.9840775800084032e-07
2021-05-17,1.9840775800084032e-07
2021-05-18,3.968056356828953e-07
2021-05-19,1.9840775800084032e-07
2021-05-20,1.1904584051869449e-07
2021-05-21,1.1904584051869449e-07
2021-05-24,1.1904584051869449e-07
2021-05-25,3.968056356828953e-07
2021-05-26,1.9840775800084032e-07
2021-05-27,1.9840775800084032e-07
2021-05-28,3.174476701506279e-07
2021-06-01,3.968056356828953e-07
2021-06-02,5.95193620611667e-07
2021-06-03,5.95193620611667e-07
2021-06-04,5.95193620611667e-07
2021-06-07,7.142216607025631e-07
2021-06-08,7.935717363238837e-07
2021-06-09,7.935717363238837e-07
2021-06-10,7.935717363238837e-07
2021-06-11,7.142216607025631e-07
2021-06-14,5.95193620611667e-07
2021-06-15,7.935717363238837e-07
2021-06-16,1.1109562414457486e-06
2021-06-17,1.1109562414457486e-06
2021-06-18,1.1109562414457486e-06
2021-06-21,1.1902983365619235e-06
2021-06-22,1.5076511694633865e-06
2021-06-23,1.586985431289989e-06
2021-06-24,1.7059839412247868e-06
2021-06-25,1.7059839412247868e-06
2021-06-28,1.586985431289989e-06
2021-06-29,1.586985431289989e-06
2021-06-30,1.586985431289989e-06
2021-07-01,1.586985431289989e-06
2021-07-02,1.5076511694633865e-06
2021-07-06,1.586985431289989e-06
2021-07-07,1.7059839412247868e-06
2021-07-08,1.7059839412247868e-06
2021-07-09,1.7059839412247868e-06
2021-07-12,1.7059839412247868e-06
2021-07-13,1.7853142935120303e-06
2021-07-14,1.7853142935120303e-06
2021-07-15,1.5076511694633865e-06
2021-07-16,1.5076511694633865e-06
2021-07-19,1.586985431289989e-06
2021-07-20,1.7853142935120303e-06
2021-07-21,1.7853142935120303e-06
2021-07-22,1.7059839412247868e-06
2021-07-23,1.7853142935120303e-06
2021-07-26,1.586985431289989e-06
2021-07-27,1.7853142935120303e-06
2021-07-28,1.7853142935120303e-06
2021-07-29,1.586985431289989e-06
2021-07-30,1.586985431289989e-06
2021-08-02,1.5076511694633865e-06
2021-08-03,1.7853142935120303e-06
2021-08-04,1.7853142935120303e-06
2021-08-05,1.7059839412247868e-06
2021-08-06,1.7059839412247868e-06
2021-08-09,1.7853142935120303e-06
2021-08-10,1.9836331246469996e-06
2021-08-11,1.7853142935120303e-06
2021-08-12,1.7059839412247868e-06
2021-08-13,1.7853142935120303e-06
2021-08-16,2.3009226801651295e-06
2021-08-17,2.499215993267967e-06
2021-08-18,2.1819420727986483e-06
2021-08-19,1.7059839412247868e-06
2021-08-20,1.7059839412247868e-06
2021-08-23,1.586985431289989e-06
2021-08-24,1.9043067214230547e-06
2021-08-25,1.7853142935120303e-06
2021-08-26,1.7059839412247868e-06
2021-08-27,1.7059839412247868e-06
2021-08-30,1.5076511694633865e-06
2021-08-31,1.586985431289989e-06
2021-09-01,1.586985431289989e-06
2021-09-02,1.586985431289989e-06
2021-09-03,1.586985431289989e-06
2021-09-07,1.3886468541723929e-06
2021-09-08,1.586985431289989e-06
2021-09-09,1.5076511694633865e-06
2021-09-10,1.5076511694633865e-06
2021-09-13,1.5076511694633865e-06
2021-09-14,1.3886468541723929e-06
2021-09-15,1.3886468541723929e-06
2021-09-16,1.1902983365619235e-06
2021-09-17,1.1109562414457486e-06
2021-09-20,9.919399968083553e-07
2021-09-21,7.935717363238837e-07
2021-09-22,9.919399968083553e-07
2021-09-23,9.919399968083553e-07
2021-09-24,9.919399968083553e-07
2021-09-27,9.919399968083553e-07
2021-09-28,1.1902983365619235e-06
2021-09-29,1.1902983365619235e-06
2021-09-30,1.1109562414457486e-06
2021-10-01,1.1109562414457486e-06
2021-10-04,1.1109562414457486e-06
2021-10-05,1.3886468541723929e-06
2021-10-06,1.586985431289989e-06
2021-10-07,1.586985431289989e-06
2021-10-08,1.586985431289989e-06
2021-10-11,1.586985431289989e-06
2021-10-12,1.586985431289989e-06
2021-10-13,1.7853142935120303e-06
2021-10-14,1.586985431289989e-06
2021-10-15,1.5076511694633865e-06
2021-10-18,1.7059839412247868e-06
2021-10-19,1.9836331246469996e-06
2021-10-20,1.9836331246469996e-06
2021-10-21,1.9836331246469996e-06
2021-10-22,1.9836331246469996e-06
2021-10-25,1.9836331246469996e-06
2021-10-26,1.9836331246469996e-06
2021-10-27,1.9836331246469996e-06
2021-10-28,1.9043067214230547e-06
2021-10-29,1.9043067214230547e-06
2021-11-01,1.586985431289989e-06
2021-11-02,1.7853142935120303e-06
2021-11-03,1.7853142935120303e-06
2021-11-04,1.3886468541723929e-06
2021-11-05,1.586985431289989e-06
2021-11-08,1.3886468541723929e-06
2021-11-09,1.586985431289989e-06
2021-11-10,1.7853142935120303e-06
2021-11-11,1.586985431289989e-06
2021-11-12,1.7059839412247868e-06
2021-11-15,1.5076511694633865e-06
2021-11-16,1.586985431289989e-06
2021-11-17,1.7853142935120303e-06
2021-11-18,1.7853142935120303e-06
2021-11-19,1.7853142935120303e-06
2021-11-22,1.586985431289989e-06
2021-11-23,1.7853142935120303e-06
2021-11-24,1.9836331246469996e-06
2021-11-26,1.7059839412247868e-06
2021-11-29,1.5076511694633865e-06
2021-11-30,1.9043067214230547e-06
2021-12-01,1.9836331246469996e-06
2021-12-02,1.7059839412247868e-06
2021-12-03,1.7059839412247868e-06
2021-12-06,1.7059839412247868e-06
2021-12-07,2.3009226801651295e-06
2021-12-08,2.3802411739382023e-06
2021-12-09,2.1026196295181876e-06
2021-12-10,1.9836331246469996e-06
2021-12-13,1.7059839412247868e-06
2021-12-14,1.9043067214230547e-06
2021-12-15,1.7853142935120303e-06
2021-12-16,1.3886468541723929e-06
2021-12-17,1.1902983365619235e-06
2021-12-20,1.5076511694633865e-06
2021-12-21,2.5785303938707926e-06
2021-12-22,2.5785303938707926e-06
2021-12-23,2.3009226801651295e-06
2021-12-27,1.7059839412247868e-06
2021-12-28,1.9836331246469996e-06
2021-12-29,1.7853142935120303e-06
2021-12-30,9.919399968083553e-07
2021-12-31,1.3093086357329753e-06
2022-01-03,2.1026196295181876e-06
2022-01-04,3.173338965822836e-06
2022-01-05,3.3715888765328828e-06
2022-01-06,3.569828922689311e-06
2022-01-07,3.4905339767465904e-06
2022-01-10,3.569828922689311e-06
2022-01-11,4.679790134076711e-06
2022-01-12,4.560880549009383e-06
2022-01-13,4.362689823400601e-06
2022-01-14,4.679790134076711e-06
2022-01-18,5.15539298739931e-06
2022-01-19,6.5422448567442615e-06
2022-01-20,6.661095026005981e-06
2022-01-21,6.264913219089507e-06
2022-01-24,6.146050639976863e-06
2022-01-25,7.334514522172597e-06
2022-01-26,7.057238030627744e-06
2022-01-27,7.334514522172597e-06
2022-01-28,6.859171156836652e-06
2022-01-31,6.859171156836652e-06
2022-02-01,8.0474223642657e-06
2022-02-02,7.334514522172597e-06
2022-02-03,7.651378397754982e-06
2022-02-04,8.839393389026284e-06
2022-02-07,8.0474223642657e-06
2022-02-08,1.0897780521101907e-05
2022-02-09,1.0699905079958327e-05
2022-02-10,1.4655551380027276e-05
2022-02-11,1.3390171529348294e-05
2022-02-14,1.4260163788915037e-05
2022-02-15,1.584147995470353e-05
2022-02-16,1.4774159770691853e-05
2022-02-17,1.3667007641382511e-05
2022-02-18,1.2599104693311602e-05
2022-02-22,1.3073764350224337e-05
2022-02-23,1.3469269692478747e-05
2022-02-24,1.1214360551070612e-05
2022-02-25,1.1807881934666753e-05
2022-02-28,1.1412210443539905e-05
2022-03-01,1.2401313734144992e-05
2022-03-02,1.2875995776040483e-05
2022-03-03,1.3271521929203445e-05
2022-03-04,1.2084828010072712e-05
2022-03-07,1.2084828010072712e-05
2022-03-08,1.4260163788915037e-05
2022-03-09,1.4655551380027276e-05
2022-03-10,1.4260163788915037e-05
2022-03-11,1.445786248943648e-05
2022-03-14,1.4971832968058152e-05
2022-03-15,1.773823195994062e-05
2022-03-16,1.7145593439238382e-05
2022-03-17,1.4260163788915037e-05
2022-03-18,1.516949634217113e-05
2022-03-21,1.8014766123286563e-05
2022-03-22,2.0581666154928513e-05
2022-03-23,1.9002230639442175e-05
2022-03-24,1.9120710877951197e-05
2022-03-25,2.0581666154928513e-05
2022-03-28,2.0107902535482225e-05
2022-03-29,2.1963160113713798e-05
2022-03-30,2.0779051429498097e-05
2022-03-31,1.951561642354882e-05
2022-04-01,1.9792027252663047e-05
2022-04-04,2.1292208323142603e-05
2022-04-05,2.6420140646798984e-05
2022-04-06,2.6223034655492583e-05
2022-04-07,2.610476778963644e-05
2022-04-08,2.6420140646798984e-05
2022-04-11,2.6893156654494987e-05
2022-04-12,2.9178603479840248e-05
2022-04-13,2.925738998937888e-05
2022-04-14,2.9572515752640527e-05
2022-04-18,2.9848228590534376e-05
2022-04-19,3.291918097780844e-05
2022-04-20,3.142337231443193e-05
2022-04-21,3.1620221211170474e-05
2022-04-22,3.083276492499287e-05
2022-04-25,3.154148140960267e-05
2022-04-26,3.291918097780844e-05
2022-04-27,3.193516014809994e-05
2022-04-28,3.102964534740238e-05
2022-04-29,3.193516014809994e-05
2022-05-02,3.0242072319497382e-05
2022-05-03,3.535850581437572e-05
2022-05-04,3.291918097780844e-05
2022-05-05,3.1738324468122414e-05
2022-05-06,3.221070954073646e-05
2022-05-09,3.1620221211170474e-05
2022-05-10,3.468980860188431e-05
2022-05-11,3.488649617855444e-05
2022-05-12,3.575180524739707e-05
2022-05-13,3.724599239540716e-05
2022-05-16,3.8700318804485434e-05
2022-05-17,4.097900467447957e-05
2022-05-18,3.9604092118450396e-05
2022-05-19,3.948621945371045e-05
2022-05-20,3.8621718807307914e-05
2022-05-23,3.921117045457834e-05
2022-05-24,4.117538202752513e-05
2022-05-25,4.125392932241567e-05
2022-05-26,4.058622092828479e-05
2022-05-27,4.046837731652708e-05
2022-05-31,4.06647798387727e-05
2022-06-01,4.353116027866477e-05
2022-06-02,4.3923653820776565e-05
2022-06-03,4.4787002601021086e-05
2022-06-06,4.576785479137868e-05
2022-06-07,4.831694566109768e-05
2022-06-08,4.86305675970744e-05
2022-06-09,4.882656818727682e-05
2022-06-10,5.078604396224762e-05
2022-06-13,5.900534439695626e-05
2022-06-14,6.85731454719285e-05
2022-06-15,6.67004472534316e-05
2022-06-16,5.841881415413752e-05
2022-06-17,5.947450549981248e-05
2022-06-21,5.861433382881032e-05
2022-06-22,6.084257930427661e-05
2022-06-23,6.142875287884486e-05
2022-06-24,6.291334567287699e-05
2022-06-27,6.428023941107419e-05
2022-06-28,6.837811390081328e-05
2022-06-29,6.709066511412232e-05
2022-06-30,6.299146558919055e-05
2022-07-01,6.310864491987367e-05
2022-07-05,6.416309453260993e-05
2022-07-06,7.2354873792424e-05
2022-07-07,7.286143113827137e-05
2022-07-08,7.247177807245819e-05
2022-07-11,7.675586737843076e-05
2022-07-12,8.297906322862758e-05
2022-07-13,9.113228795487593e-05
2022-07-14,8.919255890327271e-05
2022-07-15,8.791181931289138e-05
2022-07-18,8.868807370743248e-05
2022-07-19,9.605496680142878e-05
2022-07-20,9.326490441674551e-05
2022-07-21,9.256707882410176e-05
2022-07-22,9.237322285304828e-05
2022-07-25,9.384632315834196e-05
2022-07-26,9.702327578553493e-05
2022-07-27,9.345871701049724e-05
2022-07-28,9.055047301020913e-05
2022-07-29,9.016254609317542e-05
2022-08-01,8.888211830471171e-05
2022-08-02,9.655852016554611e-05
2022-08-03,9.520265243501136e-05
2022-08-04,9.326490441674551e-05
2022-08-05,9.450517540177117e-05
2022-08-08,9.644232048100498e-05
2022-08-09,0.00010070072743961767
2022-08-10,9.934627799368378e-05
2022-08-11,9.76041556282059e-05
2022-08-12,9.79913587377812e-05
2022-08-15,9.84946674564835e-05
2022-08-16,0.00010178396481297369
2022-08-17,0.00010062334800187145
2022-08-18,0.00010050726680232991
2022-08-19,0.00010108762976135388
2022-08-22,0.00010371757521321356
2022-08-23,0.00010584346802211542
2022-08-24,0.00010622987131747585
2022-08-25,0.00010688667001179653
2022-08-26,0.00010785235976862317
